ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
GSFU8124281: 8561Kg (76%)
TKRU7311773: 10372Kg (76%)
ZWXJ6719262: 10458Kg (76%)
VYLZ0713827: 9215Kg (76%)
EEMU1148274: 7867Kg (76%)
QCXJ7980460: 11293Kg (76%)
YGWU7932723: 9618Kg (76%)
TIZZ2071104: 8539Kg (76%)
HVDJ3963048: 12314Kg (76%)
FJVZ8607443: 11885Kg (76%)
JAEJ0091359: 9223Kg (76%)
UPNJ8789660: 11236Kg (76%)
GYUJ4097181: 9869Kg (76%)
YQLU6056830: 9857Kg (76%)
EOVU2142008: 7751Kg (76%)
JNOU2730489: 10569Kg (76%)
LCLU4141995: 12650Kg (75%)
JMYJ5134715: 7774Kg (75%)
FFVU8391658: 11822Kg (75%)
CUVJ1066423: 11081Kg (75%)
HWAJ9136255: 10141Kg (75%)
WJVJ9565896: 7925Kg (75%)
VVWZ9660967: 12133Kg (75%)
QDLZ1445779: 12629Kg (75%)
SQDJ3752912: 10915Kg (75%)
AVFZ7131493: 7681Kg (75%)
MSNU5875753: 12797Kg (75%)
AOPJ2031784: 7667Kg (75%)
ADBU4035699: 9386Kg (75%)
MHZJ1561377: 8020Kg (75%)
XYIU0054540: 11972Kg (75%)
ILJU6348655: 11125Kg (75%)
IXMZ9148690: 8840Kg (75%)
FSKJ3486989: 11804Kg (75%)
KDEJ6923421: 11530Kg (75%)
SFNZ5534121: 12336Kg (75%)
GYDZ7285199: 12788Kg (75%)
FEFZ8223922: 9749Kg (75%)
QOYZ7966521: 12655Kg (75%)
KGDU3722581: 9277Kg (75%)
ELAZ2617308: 11107Kg (75%)
CKQJ5205620: 9485Kg (75%)
DHBJ7828635: 12796Kg (75%)
VOAZ7300274: 9114Kg (75%)
ETXZ8195742: 9913Kg (75%)
OOQZ6386819: 12741Kg (75%)
MJYZ6476072: 8068Kg (75%)
KXEU0265553: 9770Kg (75%)
FCRU8309221: 12884Kg (75%)
HRPU7474947: 8582Kg (75%)
UEIU4627810: 10222Kg (75%)
GDXU3210698: 10915Kg (75%)
XNWZ6332527: 9359Kg (75%)
PFXJ2906363: 8541Kg (75%)
JWEZ9461460: 12322Kg (75%)
LKGZ4877738: 11863Kg (75%)
VVUJ4236922: 11937Kg (75%)
RVFJ8049242: 7596Kg (74%)
JCMU9886732: 12547Kg (74%)
XYOZ1926935: 9258Kg (74%)
QUWU8656205: 11868Kg (74%)
SOPZ4205673: 10075Kg (74%)
JJOJ6580899: 12048Kg (74%)
EKIU6881347: 7520Kg (74%)
SCNJ0577927: 11954Kg (74%)
VBNZ9691442: 10281Kg (74%)
ZDKZ9363114: 8535Kg (74%)
BIPJ5600379: 9520Kg (74%)
ZZFU1857790: 10628Kg (74%)
QOGZ7438790: 7774Kg (74%)
RZPJ1078625: 7539Kg (74%)
XEDJ7673479: 10769Kg (74%)
ODXJ2816635: 11082Kg (74%)
DDEJ1596619: 11530Kg (74%)
CJVU2185718: 10610Kg (74%)
NQCJ7249023: 12218Kg (74%)
GJIJ1223510: 11509Kg (74%)
VAKZ0270514: 12410Kg (74%)
EWTJ6415474: 11291Kg (74%)
ZUEZ2042440: 10666Kg (74%)
ZJAU9606708: 10092Kg (74%)
PHQJ8136853: 10546Kg (74%)
GUIJ8252810: 9626Kg (74%)
CGHZ0409370: 10567Kg (74%)
RNIJ7750339: 10280Kg (74%)
NGOZ9574240: 9082Kg (74%)
XHPU3975685: 11042Kg (74%)
BJUJ2064934: 12556Kg (74%)
IOVJ5193376: 10895Kg (74%)
AYHJ0758464: 9921Kg (74%)
NXFJ6160752: 10499Kg (74%)
QFKJ5173000: 8171Kg (74%)
KAMJ2308642: 10837Kg (74%)
RNYZ5326081: 7954Kg (74%)
FBGU0585881: 9450Kg (74%)
CEQJ3835434: 9615Kg (74%)
SSJJ0783112: 7861Kg (74%)
ZLCU6038398: 7559Kg (74%)
QRVU3496692: 10222Kg (73%)
MHCZ4774617: 9341Kg (73%)
BTMU9902955: 10320Kg (73%)
JGWU8018273: 8234Kg (73%)
AGIZ9144322: 11170Kg (73%)
KOYJ2257484: 12476Kg (73%)
IKXJ1620769: 9152Kg (73%)
QXEJ4473959: 8812Kg (73%)
TMSJ9618530: 11231Kg (73%)
VRFZ2416202: 7448Kg (73%)
YXIZ3124286: 9989Kg (73%)
GEOZ7989417: 10496Kg (73%)
YDPJ8774218: 9723Kg (73%)
JCNU3875400: 11974Kg (73%)
KFZU0052716: 7873Kg (73%)
ZKLZ7439272: 10447Kg (73%)
RUFU9691024: 10342Kg (73%)
NCSJ2565330: 7904Kg (73%)
WFXJ1633117: 10656Kg (73%)
PGWU6215179: 9250Kg (73%)
QNCZ0232071: 8642Kg (73%)
KHOZ1155357: 7853Kg (73%)
TRKU3026891: 10964Kg (73%)
HRGU6327040: 11016Kg (73%)
SNQU7561245: 11769Kg (73%)
UREJ6460712: 12029Kg (73%)
LCOU1201356: 11477Kg (73%)
ADIZ7956991: 11223Kg (73%)
JNCJ2593678: 9015Kg (73%)
WUMZ3561656: 11556Kg (73%)
WNZZ8345581: 10084Kg (73%)
FCUZ4026863: 8435Kg (73%)
UGTU0314712: 8377Kg (73%)
TBBU4623514: 12263Kg (73%)
UMAZ7200638: 9959Kg (73%)
PYDJ0144269: 11406Kg (73%)
SGPJ4569551: 8372Kg (73%)
ZWZZ4716754: 7981Kg (73%)
QDQZ3117534: 9024Kg (73%)
ZGLU9013671: 8236Kg (73%)
NCXZ5993690: 7580Kg (73%)
WXSU2046311: 12394Kg (73%)
QOUU3432313: 10489Kg (73%)
IGDJ8729338: 10816Kg (73%)
ORIJ5598261: 8286Kg (73%)
KONZ2288963: 10008Kg (73%)
KRVJ9338272: 7567Kg (72%)
XWZU6371625: 11039Kg (72%)
TKRZ9422857: 9742Kg (72%)
MAFZ5414264: 9127Kg (72%)
CFMJ6233697: 9057Kg (72%)
EQMU7740478: 7737Kg (72%)
ZHCJ0261984: 10194Kg (72%)
CLIZ5457109: 12310Kg (72%)
FPYJ5672186: 12224Kg (72%)
DGYU0335323: 9886Kg (72%)
GLGJ0272940: 8140Kg (72%)
IVVU5741418: 10070Kg (72%)
WIMU4439293: 12246Kg (72%)
OSAU2705380: 8543Kg (72%)
DFLZ0964266: 8021Kg (72%)
MNAZ5253350: 12596Kg (72%)
LSJU0375652: 9441Kg (72%)
OWUZ5344347: 8679Kg (72%)
HSCZ3786492: 9870Kg (72%)
RJNZ9044141: 10221Kg (72%)
SGRZ8815473: 11593Kg (72%)
WMUZ2864788: 10503Kg (72%)
VWCU2479670: 10314Kg (72%)
VKCZ8602751: 7548Kg (72%)
OHJU9117581: 12212Kg (72%)
NVYZ4991335: 7239Kg (72%)
SFEJ0544827: 8908Kg (71%)
BIBZ0261576: 11676Kg (71%)
AOWU1894808: 11566Kg (71%)
FJOJ2065414: 9497Kg (71%)
SYVJ5454862: 8208Kg (71%)
KAWJ1752915: 11555Kg (71%)
RWTJ7594815: 7740Kg (71%)
DLKJ0507050: 12337Kg (71%)
VOWU7708267: 9027Kg (71%)
JDEZ8958182: 11054Kg (71%)
APEZ1291710: 9500Kg (71%)
DCXZ9004259: 11020Kg (71%)
DGWJ9078723: 12418Kg (71%)
DOCZ0626903: 10533Kg (71%)
GQFZ8460243: 11208Kg (71%)
APWJ2350224: 8350Kg (71%)
GQUJ4159248: 9531Kg (71%)
DKIZ8137577: 8614Kg (71%)
OJPZ7033209: 11631Kg (71%)
KGHZ5368198: 11555Kg (71%)
CRCU1719645: 11422Kg (71%)
PGCU5833929: 12242Kg (71%)
TIMJ6588473: 10849Kg (71%)
IWXZ3308076: 10924Kg (71%)
PFIJ7049100: 10590Kg (71%)
CGIZ8442391: 10561Kg (71%)
TZXJ4449715: 11172Kg (71%)
IDMJ0175780: 12411Kg (71%)
PRPZ0844640: 10772Kg (71%)
UKQJ6195701: 11826Kg (71%)
LFRU1577391: 9196Kg (71%)
PEUJ4342568: 7831Kg (71%)
BWZZ3706428: 10991Kg (71%)
ZQTZ7473462: 8542Kg (71%)
LPIZ6360679: 9187Kg (71%)
AGGJ6400303: 9123Kg (71%)
GPNU6243750: 11549Kg (70%)
CGIU0203308: 7065Kg (70%)
FETU5883199: 9015Kg (70%)
JVLU9644445: 11429Kg (70%)
MRJU1653392: 7066Kg (70%)
CJFJ1336422: 7249Kg (70%)
IPNJ2295305: 8510Kg (70%)
UHNJ4354474: 11171Kg (70%)
ZDLZ1317035: 11939Kg (70%)
MZBU9978984: 7210Kg (70%)
QAWZ3793408: 9383Kg (70%)
RUCJ6092546: 11455Kg (70%)
SCSZ0086993: 11693Kg (70%)
KJNJ3383760: 10697Kg (70%)
XBGU3627197: 9373Kg (70%)
GFIJ2017076: 12015Kg (70%)
VGZU0981232: 10390Kg (70%)
VAHU8921354: 9771Kg (70%)
ZEUJ2722230: 8070Kg (70%)
COXU7299908: 9690Kg (70%)
LXPJ5986352: 9724Kg (70%)
WESZ2648210: 8772Kg (70%)
XDMU9942701: 11228Kg (70%)
AGUZ4870787: 10300Kg (70%)
DXEU2504397: 11726Kg (70%)
NMCJ3427809: 11384Kg (70%)
ASVU6438411: 8914Kg (70%)
BQNJ7795444: 12045Kg (70%)
AQOU2190243: 10732Kg (70%)
YDEJ4811524: 7868Kg (70%)
ZTRZ9559621: 9846Kg (70%)
CGNJ9244974: 9410Kg (70%)
NTHU8938413: 11679Kg (70%)
RIHZ6895664: 10928Kg (70%)
LUJJ1765498: 10825Kg (70%)
FONU4433227: 8200Kg (70%)
UXYZ6976710: 9623Kg (70%)
WVIU6492078: 11191Kg (69%)
KZAJ1245782: 9810Kg (69%)
DGUZ0115930: 11351Kg (69%)
XCUU8238362: 11168Kg (69%)
MEMU1616145: 9791Kg (69%)
YUCU1202559: 9053Kg (69%)
ZQVJ4472361: 10653Kg (69%)
IQMZ0660753: 8979Kg (69%)
JBUJ5042741: 9974Kg (69%)
DCTZ8613858: 11737Kg (69%)
WXOZ4460378: 10531Kg (69%)
NIDJ1490276: 7630Kg (69%)
IEKJ9323643: 9373Kg (69%)
ENAZ5187351: 11880Kg (69%)
DDAZ1841769: 10582Kg (69%)
HNVU7792181: 12127Kg (69%)
KRAJ6485698: 11002Kg (69%)
YPZJ5890336: 9983Kg (69%)
SZJZ7188620: 10939Kg (69%)
JCXZ1866527: 10291Kg (69%)
DIXJ0748470: 8385Kg (69%)
NURZ2540574: 10325Kg (69%)
JRNZ5370849: 7481Kg (69%)
NLIU2268139: 11380Kg (69%)
AMZU1031440: 10626Kg (69%)
ZWUZ0632504: 7386Kg (69%)
XZUZ9767137: 9515Kg (69%)
XHHU7848976: 7204Kg (69%)
YYAJ8948287: 9976Kg (69%)
VWZJ5039419: 10258Kg (69%)
DMXZ6971753: 7433Kg (69%)
HSTJ4561966: 12155Kg (69%)
BSAU8992062: 7018Kg (69%)
DFUZ7921889: 9685Kg (69%)
EWRU5180061: 11011Kg (69%)
OLVJ8011736: 8464Kg (68%)
AXUU4039852: 7372Kg (68%)
BDHJ3284754: 11575Kg (68%)
QYIU7794510: 9939Kg (68%)
YKJJ4551935: 10697Kg (68%)
TEQU4051129: 7321Kg (68%)
KLDU6890667: 9307Kg (68%)
ZPNU6582125: 10322Kg (68%)
MLJJ1611065: 11977Kg (68%)
EILZ6816504: 10054Kg (68%)
SNXZ5410947: 9825Kg (68%)
NRPJ7073977: 9443Kg (68%)
VZGU4544537: 7456Kg (68%)
XDGJ4064315: 11354Kg (68%)
VZOJ9259481: 9359Kg (68%)
MBWZ6701890: 12150Kg (68%)
VPEZ5427461: 9913Kg (68%)
WCRZ6146029: 9717Kg (68%)
IIEU1224709: 9785Kg (68%)
BCRZ5739034: 9206Kg (68%)
LEPZ6231127: 10906Kg (68%)
KVCZ0420636: 7630Kg (68%)
YNOJ0362351: 11099Kg (68%)
HAGU8536045: 10032Kg (68%)
SLSU4332011: 7566Kg (68%)
BHWU5399480: 10431Kg (68%)
GKJU2574090: 10108Kg (68%)
EMXJ4512214: 9114Kg (68%)
XAMU0435350: 9950Kg (68%)
NZAJ9212891: 11668Kg (68%)
EFAJ4145516: 9969Kg (68%)
MDIZ2463793: 7111Kg (68%)
QWJJ1964093: 12123Kg (68%)
UEQU0736085: 12050Kg (68%)
URCZ2878059: 8244Kg (68%)
TFLZ5187484: 11172Kg (68%)
NEGZ0990841: 8803Kg (68%)
MMCZ2761243: 11069Kg (68%)
XPJZ3532337: 11725Kg (68%)
DDGU2188542: 11978Kg (68%)
AVRJ1352893: 10264Kg (68%)
DOFU0309725: 7124Kg (68%)
FNVJ9968064: 10531Kg (68%)
SCLJ4495124: 10530Kg (67%)
BPUJ1872665: 9270Kg (67%)
KQPU6314739: 9060Kg (67%)
TLHU9575438: 9121Kg (67%)
AYFU3641228: 6928Kg (67%)
EMYU0857410: 7862Kg (67%)
BUSJ9053461: 8858Kg (67%)
AJUJ7083067: 6998Kg (67%)
LPKZ9389956: 9623Kg (67%)
UAUJ0034546: 7901Kg (67%)
TNHZ3529757: 10460Kg (67%)
FVKJ0205670: 7336Kg (67%)
EEMJ8609425: 11024Kg (67%)
OOKU4322879: 7489Kg (67%)
OZSJ1816062: 7057Kg (67%)
IJWU0403839: 9089Kg (67%)
RCAJ2836399: 10168Kg (67%)
GMJJ3016035: 9699Kg (67%)
IOJZ4176949: 6705Kg (67%)
OCGU0186730: 7800Kg (67%)
EKFJ9454225: 9499Kg (67%)
KZDU2481445: 10962Kg (67%)
VJTZ4623018: 11078Kg (67%)
UUOJ4415133: 7813Kg (67%)
VSGU9937448: 11352Kg (67%)
LZMJ4391486: 6757Kg (67%)
UEIU1442794: 7234Kg (67%)
ITNZ4525029: 11180Kg (67%)
ERIU9061255: 11592Kg (67%)
JDXZ8719745: 8325Kg (67%)
QRMJ3009740: 8364Kg (67%)
XMFJ7064972: 10077Kg (67%)
GVGZ6673015: 8200Kg (67%)
VQZU7876219: 10646Kg (67%)
AVFJ9664617: 11035Kg (67%)
YHOU5713167: 7095Kg (67%)
MQPZ4960171: 10951Kg (67%)
XNVZ7187801: 9720Kg (67%)
FRKZ7461925: 6770Kg (66%)
UHHZ6283780: 6793Kg (66%)
WTPZ3293475: 7721Kg (66%)
IUXZ4980277: 10626Kg (66%)
AHYZ9312485: 6937Kg (66%)
WRBU6610835: 8309Kg (66%)
RWEJ7698776: 9535Kg (66%)
BFVJ4995091: 8361Kg (66%)
UYUJ0498320: 10293Kg (66%)
DQJJ1304241: 8037Kg (66%)
HSGZ7853868: 9321Kg (66%)
MSVZ0090910: 11858Kg (66%)
KZZU4031544: 9365Kg (66%)
DHYZ5020493: 7358Kg (66%)
FLVJ9181591: 11374Kg (66%)
ZDYZ9601323: 8613Kg (66%)
JYHU6229558: 8799Kg (66%)
XILU9704559: 10685Kg (66%)
QZNZ6515424: 11760Kg (66%)
FSMJ0448353: 6782Kg (66%)
AYPZ6105022: 11122Kg (66%)
RXLJ1595464: 8562Kg (66%)
AZEZ5899330: 8904Kg (66%)
QJDJ0912477: 9400Kg (66%)
DDKJ4180072: 7503Kg (66%)
MGGJ9757583: 10867Kg (66%)
VLQZ5247552: 11891Kg (66%)
GYLZ2635936: 8029Kg (66%)
EUHU0673330: 10968Kg (66%)
SRBJ5271355: 9863Kg (66%)
PTOU6138138: 7676Kg (66%)
MKZU9831964: 11387Kg (66%)
QQEJ2527823: 11063Kg (66%)
YLBU2866107: 6958Kg (66%)
HEQZ9791846: 8950Kg (66%)
IZIZ9215682: 11419Kg (66%)
JZSZ3819853: 7074Kg (66%)
XKOZ7649415: 7676Kg (66%)
QUTU8035265: 11625Kg (65%)
RBIU7265728: 6612Kg (65%)
DILZ1254103: 11319Kg (65%)
GVAJ6746757: 11226Kg (65%)
QVTZ4185679: 11114Kg (65%)
YFTU6576003: 8304Kg (65%)
EMSU1301300: 8056Kg (65%)
FVWZ4794076: 7331Kg (65%)
GLEJ2082527: 9618Kg (65%)
UPXU3505939: 9216Kg (65%)
XAHU1757523: 7946Kg (65%)
NWWU3571363: 8958Kg (65%)
FNAU4478352: 6738Kg (65%)
IBIZ6067473: 9384Kg (65%)
PTBJ3486272: 10310Kg (65%)
PBOZ8938902: 11510Kg (65%)
AOOU7920025: 7832Kg (65%)
QCCJ6154433: 10419Kg (65%)
YLMJ1711833: 7422Kg (65%)
KEMJ9050253: 7724Kg (65%)
ERVU2177608: 10291Kg (65%)
DCGJ2098062: 11028Kg (65%)
VNKU9045618: 10784Kg (65%)
XOSU7745622: 9337Kg (65%)
XTLJ8162305: 9299Kg (65%)
GFCJ3545785: 9142Kg (65%)
JSTU4404910: 9885Kg (65%)
UYKU3098489: 8660Kg (65%)
OHZU4698312: 11681Kg (65%)
HLCZ1091502: 7988Kg (65%)
IAXZ8479810: 11305Kg (65%)
DMGJ7299869: 8504Kg (65%)
HQZJ9925312: 7619Kg (65%)
CGYJ7040501: 10420Kg (65%)
IJDZ9520528: 8589Kg (65%)
NGDU0609894: 8018Kg (65%)
CJAJ8869746: 9107Kg (65%)
TSQU1980601: 7798Kg (65%)
DCIU6198377: 9410Kg (65%)
DNMZ2523644: 8681Kg (65%)
JWDU0574112: 7841Kg (65%)
XULZ6271075: 9738Kg (65%)
UCBZ2277818: 10140Kg (65%)
JEMZ8459535: 7367Kg (65%)
CTDZ3068801: 11746Kg (65%)
ECBZ9437566: 8103Kg (65%)
QOGU7938602: 9907Kg (65%)
AECZ6632604: 9982Kg (65%)
QMPU8645374: 11524Kg (65%)
HKYJ5387042: 10292Kg (64%)
LCTZ5483117: 9644Kg (64%)
KWTU2204251: 9241Kg (64%)
TPAJ9721861: 8751Kg (64%)
FAWZ0800227: 10449Kg (64%)
CJTZ6974818: 10314Kg (64%)
MTMJ4681013: 11027Kg (64%)
KXTJ9409047: 10756Kg (64%)
NOPZ1344844: 9906Kg (64%)
QOVU2826468: 8782Kg (64%)
RTAU4657241: 9881Kg (64%)
RCWU1385714: 10549Kg (64%)
UTBZ8974410: 10602Kg (64%)
KHOU1760430: 7403Kg (64%)
MKLJ8200713: 10821Kg (64%)
TTEJ2759380: 9240Kg (64%)
AHAZ8427493: 8308Kg (64%)
CJBZ4998489: 11210Kg (64%)
YDDJ4432195: 8010Kg (64%)
FYFZ4910417: 8887Kg (64%)
ZZKJ7594088: 8371Kg (64%)
HKHJ9832781: 11205Kg (64%)
MVHJ8742026: 8165Kg (64%)
KFKU9712887: 11011Kg (64%)
GKUJ8613487: 7323Kg (64%)
XIMZ3288336: 10436Kg (64%)
ZRUU0744543: 8017Kg (64%)
TJIZ8782973: 10228Kg (64%)
VIDJ3525318: 8821Kg (64%)
RTHU2709708: 6731Kg (64%)
QHOZ4093707: 10731Kg (64%)
JDFZ7452215: 9004Kg (64%)
YHCZ8725089: 7374Kg (64%)
SCDU4623722: 9654Kg (64%)
GPMU2359383: 9794Kg (63%)
RMXZ5318257: 10005Kg (63%)
WTSU0040739: 6525Kg (63%)
EBSJ5577188: 10304Kg (63%)
IBKZ2600681: 8869Kg (63%)
EBCU4797391: 6854Kg (63%)
KGJJ2861042: 11364Kg (63%)
GRLJ9483479: 9311Kg (63%)
EOQJ9261872: 8487Kg (63%)
ESBJ1471046: 10531Kg (63%)
PZCZ6286025: 11404Kg (63%)
WFJZ9854236: 6873Kg (63%)
VHGJ5786978: 10429Kg (63%)
DFQJ7643340: 7670Kg (63%)
CKQU9053281: 8704Kg (63%)
TTYU3479880: 11323Kg (63%)
ILGJ8625278: 8745Kg (63%)
BDZJ7825670: 8927Kg (63%)
YIMU2787256: 8047Kg (63%)
EZAU7488697: 7313Kg (63%)
SICZ6358022: 9243Kg (63%)
DPLZ4073965: 10320Kg (63%)
VMNZ5445006: 9322Kg (63%)
CWCU5496157: 10905Kg (63%)
XFOZ9898441: 10124Kg (63%)
NUGJ5960086: 6807Kg (63%)
ELJZ7967545: 9343Kg (63%)
BJCU7650903: 9943Kg (63%)
POLJ4673232: 11212Kg (63%)
HAKU1107824: 11105Kg (63%)
BQTZ0091659: 9933Kg (63%)
JRLJ9771557: 6342Kg (63%)
VEBJ7639325: 9711Kg (63%)
WULZ7944822: 8866Kg (63%)
YDHJ7264383: 6831Kg (63%)
CWVJ6043078: 7451Kg (63%)
MICJ7228363: 8033Kg (63%)
UWRU6468389: 7838Kg (63%)
FCGZ0473551: 7909Kg (63%)
LPWJ6864626: 9814Kg (63%)
LCGJ9275713: 11056Kg (63%)
MWQJ1071330: 8602Kg (63%)
IWZJ1301518: 7035Kg (63%)
GYGJ6836406: 8878Kg (63%)
JXIZ8013066: 10020Kg (63%)
NFMU4229429: 10253Kg (63%)
NYYU1827377: 10680Kg (63%)
EVKU1500297: 7692Kg (62%)
SCTJ5025364: 10609Kg (62%)
WKNZ7554080: 9046Kg (62%)
JVHJ2266324: 9122Kg (62%)
NBUU3519822: 10463Kg (62%)
ROGJ3192382: 7856Kg (62%)
LEUZ4466399: 7192Kg (62%)
FSIJ0935571: 8440Kg (62%)
VQJZ5405887: 6781Kg (62%)
AJFU3650331: 10283Kg (62%)
JSTZ5624162: 9396Kg (62%)
DPUZ9613833: 8697Kg (62%)
ZYRJ4414606: 10838Kg (62%)
EZVU6011718: 6466Kg (62%)
KXSZ0187261: 10370Kg (62%)
HOPJ4731530: 7939Kg (62%)
BIMU9277953: 10256Kg (62%)
QXSJ5393733: 10874Kg (62%)
IJFU5166448: 8566Kg (62%)
YWVU2217298: 9424Kg (62%)
KKGU2095988: 7211Kg (62%)
EAAZ2539503: 11447Kg (62%)
EJKJ9272983: 7547Kg (62%)
QWJJ0938685: 11104Kg (62%)
IGJJ4290541: 10926Kg (62%)
VSRZ9645018: 10408Kg (62%)
PQLU0481181: 7938Kg (62%)
FSIU8704222: 10200Kg (62%)
HMIU0887188: 11006Kg (62%)
AAJU9196437: 10457Kg (62%)
NSQU3597394: 9180Kg (62%)
CDSZ7550891: 6262Kg (62%)
BEXU0694100: 10854Kg (62%)
GVBZ4553262: 7756Kg (62%)
QUCJ1512438: 10403Kg (62%)
EYDZ5696076: 9010Kg (62%)
CXAJ9130849: 7316Kg (61%)
VMQU1541878: 10278Kg (61%)
MYWU5275857: 11155Kg (61%)
WSKZ7292374: 7390Kg (61%)
XZGU1790102: 6322Kg (61%)
XQNU5282379: 7538Kg (61%)
ENMJ2185445: 9200Kg (61%)
LOTJ4037147: 6318Kg (61%)
SODZ0515568: 7327Kg (61%)
XSXU0598538: 10658Kg (61%)
HCYJ8353654: 9721Kg (61%)
RKQJ5000779: 8504Kg (61%)
RMDZ5038719: 7808Kg (61%)
RFEU5375522: 10953Kg (61%)
DPKZ4170013: 7698Kg (61%)
NKSJ6946682: 8418Kg (61%)
UBPU2436862: 10791Kg (61%)
IJIZ1360853: 9957Kg (61%)
FVHU4168123: 10834Kg (61%)
QOYU4401101: 11169Kg (61%)
NTYZ0520875: 9973Kg (61%)
NMGZ4380467: 8342Kg (61%)
NOGU2835628: 9550Kg (61%)
LXZJ2299789: 8977Kg (61%)
UWQU2840711: 10543Kg (61%)
PDLU7871250: 8849Kg (61%)
TSYJ9335564: 9735Kg (61%)
NJGU6403788: 7207Kg (61%)
KCEJ2236396: 9809Kg (61%)
RVZZ4238772: 9293Kg (61%)
LWLZ9391277: 9349Kg (61%)
BFEJ0695634: 9001Kg (61%)
EXOJ7113465: 8788Kg (61%)
GVGU0259761: 8625Kg (61%)
XIKJ3739064: 10793Kg (61%)
OEEJ3389453: 9923Kg (61%)
VCLJ0985727: 8373Kg (61%)
OIYJ7015542: 10297Kg (61%)
QQTJ8851519: 10440Kg (61%)
VQCJ7766261: 9285Kg (61%)
YJZZ5164708: 8063Kg (61%)
LIOJ1977401: 8693Kg (61%)
SQVZ9854723: 9811Kg (61%)
EVIU2365105: 9999Kg (61%)
CIHJ3925261: 9327Kg (61%)
GHDZ9575404: 10486Kg (61%)
NTAJ1383695: 7875Kg (61%)
DFDZ7469368: 8093Kg (61%)
UJZJ6440312: 10863Kg (60%)
SBIZ8051420: 8365Kg (60%)
ZQBU7386190: 10947Kg (60%)
HULZ2426444: 9841Kg (60%)
CIBJ4186051: 10172Kg (60%)
UCLZ1216577: 10823Kg (60%)
YKZU9806308: 9575Kg (60%)
DDYJ4495403: 9862Kg (60%)
HTXJ8982752: 7982Kg (60%)
ZINJ9283302: 6432Kg (60%)
LNPZ7947211: 6064Kg (60%)
DDLU2927130: 9875Kg (60%)
OYTJ5573461: 9595Kg (60%)
SKLJ5839091: 7554Kg (60%)
PACJ7300372: 7071Kg (60%)
YRMJ0283925: 10091Kg (60%)
SDRZ1730700: 7448Kg (60%)
FWKU2389480: 6794Kg (60%)
HXVZ3057604: 10044Kg (60%)
YUNZ4282224: 7995Kg (60%)
WGNJ4908727: 6213Kg (60%)
OAJU1981389: 8885Kg (60%)
ERYU3991457: 11292Kg (60%)
PRKU7018581: 11169Kg (60%)
QPVU0259716: 6888Kg (60%)
KWHJ2338018: 9730Kg (60%)
PJMJ6132676: 8499Kg (60%)
GPNU9087566: 7703Kg (60%)
FKLU0464046: 8190Kg (60%)
VETZ4455749: 10957Kg (60%)
QAOU3838157: 7271Kg (60%)
SQDZ8069154: 9100Kg (60%)
MRZJ2983456: 8305Kg (60%)
EBTZ9465155: 11166Kg (60%)
KJOJ7157292: 6145Kg (60%)
FEIJ8668911: 10472Kg (60%)
FNIJ0429300: 8408Kg (60%)
JRRU7355404: 8738Kg (60%)
SVUJ7495777: 6455Kg (60%)
HOJU1256475: 9856Kg (60%)
CGPU3374590: 7875Kg (60%)
STEU4815020: 7434Kg (59%)
BTQJ4893915: 10116Kg (59%)
NIZJ7735215: 8893Kg (59%)
LVVJ0193661: 9525Kg (59%)
GBZZ6370385: 8455Kg (59%)
ABHU6918688: 11008Kg (59%)
GETU1368577: 10966Kg (59%)
DETZ6118055: 8936Kg (59%)
ALUZ1443713: 8600Kg (59%)
RHXZ7861398: 9343Kg (59%)
XMCZ4058442: 9416Kg (59%)
PWHJ5817557: 6176Kg (59%)
RJFU0855026: 9081Kg (59%)
QIJZ1100970: 7878Kg (59%)
XIAJ1303054: 6936Kg (59%)
OUXZ9890233: 8327Kg (59%)
ORAU9958522: 9661Kg (59%)
NRIU3003102: 7430Kg (59%)
YCLJ4078429: 8771Kg (59%)
RHBZ2025929: 9300Kg (59%)
VVFU7318516: 6604Kg (59%)
VEMU8663746: 9060Kg (59%)
QLDJ2828096: 8609Kg (59%)
DEVZ2203690: 7990Kg (59%)
LGRJ5907611: 10559Kg (59%)
CSSU7373239: 7676Kg (59%)
MZUZ4752048: 9830Kg (59%)
SBJU9601788: 9393Kg (59%)
RALU2930221: 10964Kg (59%)
ODBJ8777761: 10912Kg (59%)
ZOPU7154763: 7009Kg (59%)
BHFZ0532269: 8244Kg (59%)
LZTZ5585581: 7291Kg (59%)
HMCU0263666: 5920Kg (59%)
BIMZ6828882: 8169Kg (59%)
TFPJ0640176: 6362Kg (59%)
NQMJ6685111: 8157Kg (59%)
CPRU7586507: 10912Kg (59%)
AWDJ9829541: 9700Kg (59%)
LCVU4555949: 9604Kg (59%)
CTMU4963199: 7114Kg (59%)
RMMZ8455521: 6036Kg (59%)
EGFU7253006: 7119Kg (58%)
TJEJ2289959: 8317Kg (58%)
MGZJ1598651: 7397Kg (58%)
JOMZ0893878: 6580Kg (58%)
HASU6228392: 9947Kg (58%)
LAGU4823668: 8924Kg (58%)
GXTZ8804079: 6561Kg (58%)
NAWJ8685963: 9563Kg (58%)
OYTJ8359309: 6507Kg (58%)
PNWJ1239646: 8303Kg (58%)
QTXZ6928356: 10086Kg (58%)
LNUU3976659: 9201Kg (58%)
PLYJ6616105: 6082Kg (58%)
HYCJ7445932: 8124Kg (58%)
CPRU7854857: 10137Kg (58%)
